,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel
42513,30,2022-05-14 14:30:51.649,681,1.0,20132.0,1362.0,13990.0,990.0
42515,30,2022-05-14 14:32:03.650,13231,1.0,20133.0,1362.0,13990.0,990.0
42518,30,2022-05-14 14:33:15.649,10357,1.0,20133.0,1363.0,13990.0,990.0
42519,30,2022-05-14 14:34:13.455,12587,1.0,,,,
42521,30,2022-05-14 14:34:31.647,682,1.0,20133.0,1362.0,13990.0,990.0
42523,30,2022-05-14 14:35:31.649,682,1.0,20136.0,1362.0,13990.0,990.0
42525,30,2022-05-14 14:36:51.650,681,1.0,20135.0,1362.0,13990.0,990.0
42527,30,2022-05-14 14:37:59.651,681,1.0,20134.0,1362.0,13990.0,990.0
42529,30,2022-05-14 14:39:11.649,11620,1.0,20138.0,1362.0,13990.0,990.0
42531,30,2022-05-14 14:40:31.649,681,1.0,20136.0,1362.0,13990.0,990.0
42533,30,2022-05-14 14:41:31.649,680,1.0,20135.0,1362.0,13990.0,990.0
42535,30,2022-05-14 14:42:43.651,681,1.0,20136.0,1362.0,13990.0,990.0
42537,30,2022-05-14 14:43:51.649,682,1.0,20138.0,1362.0,13990.0,990.0
42539,30,2022-05-14 14:44:59.650,681,1.0,2016.0,1364.0,13990.0,980.0
42541,30,2022-05-14 14:46:07.653,681,1.0,20159.0,1364.0,13990.0,980.0
42543,30,2022-05-14 14:47:07.650,681,1.0,20161.0,1364.0,13990.0,980.0
42545,30,2022-05-14 14:48:15.650,681,1.0,20157.0,1364.0,13990.0,980.0
42547,30,2022-05-14 14:49:15.655,682,1.0,20161.0,1364.0,13990.0,980.0
42550,30,2022-05-14 14:50:23.651,681,1.0,20157.0,1364.0,13990.0,980.0
42552,30,2022-05-14 14:51:31.648,682,1.0,20155.0,1364.0,13990.0,980.0
42553,30,2022-05-14 14:52:05.475,12586,1.0,,,,
42555,30,2022-05-14 14:52:39.650,681,1.0,20152.0,1364.0,13990.0,980.0
42557,30,2022-05-14 14:53:51.648,1002,0.0,13.0,1380.0,13990.0,950.0
42559,30,2022-05-14 14:55:03.650,942,0.0,13.0,0.0,0.0,930.0
42561,30,2022-05-14 14:56:03.650,943,0.0,13.0,0.0,0.0,900.0
42563,30,2022-05-14 14:57:03.650,943,0.0,13.0,0.0,0.0,830.0
42565,30,2022-05-14 14:58:03.650,943,0.0,13.0,0.0,0.0,750.0
42567,30,2022-05-14 14:59:03.652,942,0.0,13.0,0.0,0.0,680.0
42569,30,2022-05-14 15:00:03.651,942,0.0,13.0,0.0,0.0,590.0
42571,30,2022-05-14 15:01:03.650,943,0.0,13.0,0.0,0.0,520.0
42573,30,2022-05-14 15:02:03.650,943,0.0,13.0,0.0,0.0,440.0
42575,30,2022-05-14 15:03:03.650,942,0.0,13.0,0.0,0.0,380.0
42577,30,2022-05-14 15:04:03.652,942,0.0,13.0,0.0,0.0,310.0
42579,30,2022-05-14 15:05:03.650,941,0.0,13.0,0.0,0.0,250.0
42581,30,2022-05-14 15:06:03.650,942,0.0,13.0,0.0,0.0,200.0
42583,30,2022-05-14 15:07:03.649,942,0.0,13.0,0.0,0.0,160.0
42585,30,2022-05-14 15:08:03.650,942,0.0,13.0,0.0,0.0,110.0
42587,30,2022-05-14 15:09:03.652,943,0.0,13.0,0.0,0.0,50.0
42589,30,2022-05-14 15:10:03.650,942,0.0,13.0,0.0,0.0,20.0
42591,30,2022-05-14 15:11:03.650,942,0.0,13.0,0.0,0.0,
42593,30,2022-05-14 15:12:03.650,942,0.0,13.0,0.0,0.0,-20.0
42595,30,2022-05-14 15:13:03.650,941,0.0,13.0,0.0,0.0,-60.0
42597,30,2022-05-14 15:14:03.650,942,0.0,13.0,0.0,0.0,-60.0
42599,30,2022-05-14 15:15:03.650,942,0.0,13.0,0.0,0.0,-90.0
42601,30,2022-05-14 15:16:03.650,943,0.0,13.0,0.0,0.0,-90.0
42603,30,2022-05-14 15:17:03.650,950,0.0,13.0,0.0,0.0,-100.0
42605,30,2022-05-14 15:18:03.650,941,0.0,13.0,0.0,0.0,-130.0
42607,30,2022-05-14 15:19:03.650,943,0.0,13.0,0.0,0.0,-130.0
42609,30,2022-05-14 15:20:03.651,942,0.0,13.0,0.0,0.0,-130.0
42611,30,2022-05-14 15:21:03.650,943,0.0,13.0,0.0,0.0,-130.0
42613,30,2022-05-14 15:22:03.650,942,0.0,13.0,0.0,0.0,-150.0
42615,30,2022-05-14 15:23:03.650,984,0.0,13.0,0.0,0.0,-150.0
42617,30,2022-05-14 15:24:03.650,944,0.0,13.0,0.0,0.0,-150.0
42619,30,2022-05-14 15:25:03.651,944,0.0,13.0,0.0,0.0,-150.0
42621,30,2022-05-14 15:26:03.650,944,0.0,13.0,0.0,0.0,-150.0
42623,30,2022-05-14 15:27:03.649,942,0.0,13.0,0.0,0.0,-150.0
42625,30,2022-05-14 15:28:03.651,942,0.0,13.0,0.0,0.0,-150.0
42627,30,2022-05-14 15:29:03.651,942,0.0,13.0,0.0,0.0,-150.0
42629,30,2022-05-14 15:30:03.650,942,0.0,13.0,0.0,0.0,-170.0
42631,30,2022-05-14 15:31:03.649,942,0.0,13.0,0.0,0.0,-170.0
42633,30,2022-05-14 15:32:03.651,943,0.0,13.0,0.0,0.0,-170.0
42635,30,2022-05-14 15:33:03.650,941,0.0,13.0,0.0,0.0,-170.0
42637,30,2022-05-14 15:34:03.651,941,0.0,13.0,0.0,0.0,-170.0
42639,30,2022-05-14 15:35:03.649,942,0.0,13.0,0.0,0.0,-170.0
42641,30,2022-05-14 15:36:03.650,942,0.0,13.0,0.0,0.0,-170.0
42643,30,2022-05-14 15:37:03.650,941,0.0,13.0,0.0,0.0,-170.0
42645,30,2022-05-14 15:38:03.650,942,0.0,13.0,0.0,0.0,-170.0
42647,30,2022-05-14 15:39:03.649,942,0.0,13.0,0.0,0.0,-170.0
42649,30,2022-05-14 15:40:03.650,942,0.0,13.0,0.0,0.0,-170.0
42651,30,2022-05-14 15:41:03.650,941,0.0,13.0,0.0,0.0,-170.0
42653,30,2022-05-14 15:42:03.650,941,0.0,13.0,0.0,0.0,-170.0
42655,30,2022-05-14 15:43:03.650,941,0.0,13.0,0.0,0.0,-170.0
42657,30,2022-05-14 15:44:03.650,944,0.0,13.0,0.0,0.0,-170.0
42659,30,2022-05-14 15:45:03.650,941,0.0,13.0,0.0,0.0,-170.0
42661,30,2022-05-14 15:46:03.651,942,0.0,13.0,0.0,0.0,-170.0
42663,30,2022-05-14 15:47:03.651,942,0.0,13.0,0.0,0.0,-170.0
42665,30,2022-05-14 15:48:03.652,942,0.0,13.0,0.0,0.0,-170.0
42667,30,2022-05-14 15:49:03.652,942,0.0,13.0,0.0,0.0,-170.0
42669,30,2022-05-14 15:50:03.651,942,0.0,13.0,0.0,0.0,-170.0
42671,30,2022-05-14 15:51:03.650,941,0.0,13.0,0.0,0.0,-170.0
42673,30,2022-05-14 15:52:03.650,941,0.0,13.0,0.0,0.0,-170.0
42675,30,2022-05-14 15:53:03.650,942,0.0,13.0,0.0,0.0,-170.0
42677,30,2022-05-14 15:54:03.650,942,0.0,13.0,0.0,0.0,-170.0
42679,30,2022-05-14 15:55:03.650,942,0.0,13.0,0.0,0.0,-150.0
42681,30,2022-05-14 15:56:15.651,944,0.0,13.0,0.0,0.0,-150.0
42683,30,2022-05-14 15:57:15.651,941,0.0,13.0,0.0,0.0,-150.0
42685,30,2022-05-14 15:58:15.650,941,0.0,13.0,0.0,0.0,-150.0
42687,30,2022-05-14 15:59:15.651,941,0.0,13.0,0.0,0.0,-150.0
42689,30,2022-05-14 16:00:27.650,942,0.0,13.0,0.0,0.0,-140.0
42691,30,2022-05-14 16:01:27.650,940,0.0,13.0,0.0,0.0,-130.0
42693,30,2022-05-14 16:02:27.650,943,0.0,13.0,0.0,0.0,-130.0
42695,30,2022-05-14 16:03:27.648,943,0.0,13.0,0.0,0.0,-140.0
42697,30,2022-05-14 16:04:27.650,942,0.0,13.0,0.0,0.0,-140.0
42699,30,2022-05-14 16:05:27.650,679,1.0,20091.0,1377.0,13990.0,-100.0
42701,30,2022-05-14 16:06:39.650,684,1.0,19953.0,1372.0,13990.0,-60.0
42703,30,2022-05-14 16:07:51.649,680,1.0,19905.0,1370.0,13990.0,0.0
42705,30,2022-05-14 16:09:11.648,681,1.0,19878.0,1368.0,13990.0,40.0
42707,30,2022-05-14 16:10:11.649,679,1.0,1986.0,1367.0,13990.0,120.0
42709,30,2022-05-14 16:11:23.650,679,1.0,19858.0,1367.0,13990.0,180.0
42711,30,2022-05-14 16:12:31.649,680,1.0,19861.0,1366.0,13990.0,260.0
42713,30,2022-05-14 16:13:43.651,679,1.0,19873.0,1365.0,13990.0,340.0
42715,30,2022-05-14 16:14:51.649,679,1.0,19891.0,1364.0,13990.0,440.0
42717,30,2022-05-14 16:16:03.651,680,1.0,19915.0,1364.0,13990.0,520.0
42719,30,2022-05-14 16:17:11.649,679,1.0,19942.0,1363.0,13990.0,600.0
42721,30,2022-05-14 16:18:19.652,711,1.0,19967.0,1363.0,13990.0,680.0
42723,30,2022-05-14 16:19:31.649,679,1.0,19995.0,1363.0,13990.0,740.0
42726,30,2022-05-14 16:20:39.650,681,1.0,20018.0,1362.0,13990.0,800.0
42728,30,2022-05-14 16:21:47.650,681,1.0,20037.0,1362.0,13990.0,840.0
42729,30,2022-05-14 16:21:59.228,12587,1.0,,,,
42731,30,2022-05-14 16:22:59.651,1123,1.0,20049.0,1363.0,13990.0,860.0
42733,30,2022-05-14 16:24:11.649,682,1.0,20061.0,1362.0,13990.0,880.0
42735,30,2022-05-14 16:25:19.650,690,1.0,20066.0,1362.0,13990.0,900.0
42737,30,2022-05-14 16:26:27.650,681,1.0,20073.0,1363.0,13990.0,900.0
42739,30,2022-05-14 16:27:35.651,682,1.0,20082.0,1362.0,13990.0,900.0
42741,30,2022-05-14 16:28:47.650,681,1.0,20087.0,1362.0,13990.0,920.0
42743,30,2022-05-14 16:29:55.652,681,1.0,20095.0,1362.0,13990.0,940.0
42745,30,2022-05-14 16:31:07.651,681,1.0,20098.0,1362.0,13990.0,940.0
42747,30,2022-05-14 16:32:15.650,681,1.0,20104.0,1362.0,13990.0,960.0
42749,30,2022-05-14 16:33:15.651,681,1.0,20108.0,1362.0,13990.0,960.0
42751,30,2022-05-14 16:34:23.651,682,1.0,2011.0,1362.0,13990.0,960.0
42753,30,2022-05-14 16:35:31.648,682,1.0,20111.0,1362.0,13990.0,960.0
42755,30,2022-05-14 16:36:31.649,680,1.0,20112.0,1362.0,13990.0,960.0
42757,30,2022-05-14 16:37:39.651,682,1.0,20114.0,1362.0,13990.0,960.0
42759,30,2022-05-14 16:38:47.650,682,1.0,20112.0,1362.0,13990.0,980.0
42762,30,2022-05-14 16:39:59.651,680,1.0,20112.0,1361.0,13990.0,980.0
42764,30,2022-05-14 16:41:07.650,681,1.0,20116.0,1361.0,13990.0,980.0
42765,30,2022-05-14 16:41:35.537,12586,1.0,,,,
42767,30,2022-05-14 16:42:19.650,681,1.0,20116.0,1361.0,13990.0,980.0
42769,30,2022-05-14 16:43:27.649,680,1.0,20116.0,1361.0,13990.0,980.0
42771,30,2022-05-14 16:44:27.653,680,1.0,20116.0,1361.0,13990.0,980.0
42773,30,2022-05-14 16:45:35.650,680,1.0,20116.0,1361.0,13990.0,980.0
42775,30,2022-05-14 16:46:47.650,681,1.0,20117.0,1361.0,13990.0,980.0
42777,30,2022-05-14 16:47:55.658,681,1.0,20118.0,1361.0,13990.0,980.0
42779,30,2022-05-14 16:49:15.650,680,1.0,20118.0,1361.0,13990.0,980.0
42781,30,2022-05-14 16:50:35.650,680,1.0,20119.0,1361.0,13990.0,980.0
42783,30,2022-05-14 16:51:43.651,682,1.0,20122.0,1362.0,13990.0,980.0
42785,30,2022-05-14 16:52:55.651,681,1.0,20123.0,1361.0,13990.0,980.0
42787,30,2022-05-14 16:53:55.649,11077,1.0,20125.0,1362.0,13990.0,980.0
42789,30,2022-05-14 16:55:03.650,681,1.0,20126.0,1362.0,13990.0,980.0
42791,30,2022-05-14 16:56:11.649,682,1.0,20128.0,1362.0,13990.0,980.0
42794,30,2022-05-14 16:57:23.651,681,1.0,2013.0,1362.0,13990.0,980.0
42796,30,2022-05-14 16:58:35.652,682,1.0,20131.0,1362.0,13990.0,980.0
42797,30,2022-05-14 16:59:26.665,12590,1.0,,,,
42799,30,2022-05-14 16:59:47.650,681,1.0,20134.0,1362.0,13990.0,980.0
42801,30,2022-05-14 17:00:59.651,681,1.0,20134.0,1362.0,13990.0,980.0
42803,30,2022-05-14 17:02:11.650,681,1.0,20134.0,1362.0,13990.0,980.0
42805,30,2022-05-14 17:03:19.651,681,1.0,20134.0,1362.0,13990.0,980.0
42807,30,2022-05-14 17:04:27.652,682,1.0,20133.0,1362.0,13990.0,980.0
42809,30,2022-05-14 17:05:35.654,679,1.0,20151.0,1363.0,13990.0,980.0
42811,30,2022-05-14 17:06:35.651,681,1.0,20156.0,1364.0,13990.0,970.0
42813,30,2022-05-14 17:07:47.648,11037,1.0,20151.0,1364.0,13990.0,980.0
42815,30,2022-05-14 17:08:55.650,682,1.0,20156.0,1364.0,13990.0,980.0
42817,30,2022-05-14 17:09:55.651,682,1.0,20158.0,1364.0,13990.0,980.0
42819,30,2022-05-14 17:10:55.654,681,1.0,20155.0,1364.0,13990.0,980.0
42821,30,2022-05-14 17:12:15.651,681,1.0,2015.0,1364.0,13990.0,980.0
42823,30,2022-05-14 17:13:15.651,681,1.0,20152.0,1364.0,13990.0,980.0
42825,30,2022-05-14 17:14:23.651,681,1.0,20149.0,1364.0,13990.0,980.0
42828,30,2022-05-14 17:15:31.649,942,0.0,13.0,0.0,0.0,940.0
42830,30,2022-05-14 17:16:31.648,942,0.0,13.0,0.0,0.0,900.0
42832,30,2022-05-14 17:17:31.649,942,0.0,13.0,0.0,0.0,850.0
42834,30,2022-05-14 17:18:31.649,943,0.0,13.0,0.0,0.0,770.0
42836,30,2022-05-14 17:19:31.652,943,0.0,13.0,0.0,0.0,710.0
42838,30,2022-05-14 17:20:31.649,946,0.0,13.0,0.0,0.0,630.0
42840,30,2022-05-14 17:21:31.649,942,0.0,13.0,0.0,0.0,540.0
42842,30,2022-05-14 17:22:31.648,984,0.0,13.0,0.0,0.0,460.0
42844,30,2022-05-14 17:23:31.652,941,0.0,13.0,0.0,0.0,410.0
42846,30,2022-05-14 17:24:31.651,943,0.0,13.0,0.0,0.0,330.0
42848,30,2022-05-14 17:25:31.649,941,0.0,13.0,0.0,0.0,270.0
42850,30,2022-05-14 17:26:31.649,942,0.0,13.0,0.0,0.0,220.0
42852,30,2022-05-14 17:27:31.649,942,0.0,13.0,0.0,0.0,160.0
42854,30,2022-05-14 17:28:31.649,942,0.0,13.0,0.0,0.0,120.0
42856,30,2022-05-14 17:29:31.653,942,0.0,13.0,0.0,0.0,80.0
42858,30,2022-05-14 17:30:31.654,942,0.0,13.0,0.0,0.0,30.0
42860,30,2022-05-14 17:31:31.650,941,0.0,13.0,0.0,0.0,0.0
42862,30,2022-05-14 17:32:31.649,943,0.0,13.0,0.0,0.0,-30.0
42864,30,2022-05-14 17:33:31.647,941,0.0,13.0,0.0,0.0,-50.0
42866,30,2022-05-14 17:34:31.649,941,0.0,13.0,0.0,0.0,-70.0
42868,30,2022-05-14 17:35:31.651,942,0.0,13.0,0.0,0.0,-70.0
42870,30,2022-05-14 17:36:31.649,942,0.0,13.0,0.0,0.0,-100.0
42872,30,2022-05-14 17:37:31.649,943,0.0,13.0,0.0,0.0,-100.0
42874,30,2022-05-14 17:38:31.649,942,0.0,13.0,0.0,0.0,-130.0
42876,30,2022-05-14 17:39:31.649,941,0.0,13.0,0.0,0.0,-130.0
42878,30,2022-05-14 17:40:31.649,942,0.0,13.0,0.0,0.0,-130.0
42880,30,2022-05-14 17:41:31.649,941,0.0,13.0,0.0,0.0,-130.0
42882,30,2022-05-14 17:42:31.652,942,0.0,13.0,0.0,0.0,-150.0
42884,30,2022-05-14 17:43:31.654,942,0.0,13.0,0.0,0.0,-150.0
42886,30,2022-05-14 17:44:31.649,942,0.0,13.0,0.0,0.0,-150.0
42888,30,2022-05-14 17:45:31.649,942,0.0,13.0,0.0,0.0,-150.0
42890,30,2022-05-14 17:46:31.649,939,0.0,13.0,0.0,0.0,-150.0
42892,30,2022-05-14 17:47:31.651,943,0.0,13.0,0.0,0.0,-150.0
42894,30,2022-05-14 17:48:31.649,941,0.0,13.0,0.0,0.0,-150.0
42896,30,2022-05-14 17:49:31.650,941,0.0,13.0,0.0,0.0,-150.0
42898,30,2022-05-14 17:50:31.649,941,0.0,13.0,0.0,0.0,-150.0
42900,30,2022-05-14 17:51:31.649,943,0.0,13.0,0.0,0.0,-150.0
42902,30,2022-05-14 17:52:31.651,941,0.0,13.0,0.0,0.0,-170.0
42904,30,2022-05-14 17:53:31.649,942,0.0,13.0,0.0,0.0,-170.0
42906,30,2022-05-14 17:54:31.648,942,0.0,13.0,0.0,0.0,-170.0
42908,30,2022-05-14 17:55:31.649,942,0.0,13.0,0.0,0.0,-170.0
42910,30,2022-05-14 17:56:31.649,943,0.0,13.0,0.0,0.0,-170.0
42912,30,2022-05-14 17:57:31.648,942,0.0,13.0,0.0,0.0,-170.0
42914,30,2022-05-14 17:58:31.651,941,0.0,13.0,0.0,0.0,-170.0
42916,30,2022-05-14 17:59:31.649,942,0.0,13.0,0.0,0.0,-170.0
42918,30,2022-05-14 18:00:31.649,943,0.0,13.0,0.0,0.0,-170.0
42920,30,2022-05-14 18:01:31.649,941,0.0,13.0,0.0,0.0,-170.0
42922,30,2022-05-14 18:02:31.654,942,0.0,13.0,0.0,0.0,-170.0
42924,30,2022-05-14 18:03:31.650,943,0.0,13.0,0.0,0.0,-170.0
42926,30,2022-05-14 18:04:31.649,941,0.0,13.0,0.0,0.0,-170.0
42928,30,2022-05-14 18:05:31.649,941,0.0,13.0,0.0,0.0,-170.0
42930,30,2022-05-14 18:06:31.649,941,0.0,13.0,0.0,0.0,-170.0
42932,30,2022-05-14 18:07:31.649,941,0.0,13.0,0.0,0.0,-170.0
42934,30,2022-05-14 18:08:31.654,942,0.0,13.0,0.0,0.0,-170.0
42936,30,2022-05-14 18:09:31.649,941,0.0,13.0,0.0,0.0,-170.0
42938,30,2022-05-14 18:10:31.649,941,0.0,13.0,0.0,0.0,-170.0
42940,30,2022-05-14 18:11:31.649,942,0.0,13.0,0.0,0.0,-170.0
42942,30,2022-05-14 18:12:31.648,942,0.0,13.0,0.0,0.0,-170.0
42944,30,2022-05-14 18:13:31.649,942,0.0,13.0,0.0,0.0,-170.0
42946,30,2022-05-14 18:14:31.649,941,0.0,13.0,0.0,0.0,-170.0
42948,30,2022-05-14 18:15:31.649,679,1.0,20436.0,1385.0,13990.0,-150.0
42950,30,2022-05-14 18:16:31.649,681,1.0,20375.0,1384.0,13990.0,-150.0
42952,30,2022-05-14 18:17:31.649,681,1.0,20334.0,1384.0,13990.0,-130.0
42954,30,2022-05-14 18:18:31.649,679,1.0,20309.0,1383.0,13990.0,-130.0
42956,30,2022-05-14 18:19:31.649,679,1.0,20289.0,1383.0,13990.0,-130.0
42958,30,2022-05-14 18:20:31.649,680,1.0,20276.0,1383.0,13990.0,-130.0
42960,30,2022-05-14 18:21:31.648,681,1.0,20267.0,1383.0,13990.0,-130.0
42962,30,2022-05-14 18:22:31.648,680,1.0,2026.0,1382.0,13990.0,-130.0
42964,30,2022-05-14 18:23:31.649,679,1.0,20257.0,1383.0,13990.0,-130.0
42966,30,2022-05-14 18:24:31.649,679,1.0,20254.0,1383.0,13990.0,-110.0
42968,30,2022-05-14 18:25:31.649,680,1.0,2026.0,1383.0,13990.0,-120.0
42970,30,2022-05-14 18:26:39.651,679,1.0,19988.0,1373.0,13990.0,-60.0
42972,30,2022-05-14 18:27:47.650,679,1.0,19923.0,1371.0,13990.0,-20.0
42974,30,2022-05-14 18:28:55.648,679,1.0,19892.0,1369.0,13990.0,20.0
42976,30,2022-05-14 18:29:55.650,680,1.0,19876.0,1369.0,13990.0,80.0
42979,30,2022-05-14 18:31:03.650,680,1.0,19865.0,1367.0,13990.0,140.0
42981,30,2022-05-14 18:32:11.649,679,1.0,19866.0,1367.0,13990.0,220.0
42983,30,2022-05-14 18:33:11.649,679,1.0,19871.0,1366.0,13990.0,280.0
42984,30,2022-05-14 18:33:21.355,12586,1.0,,,,
42986,30,2022-05-14 18:34:27.650,680,1.0,1989.0,1365.0,13990.0,380.0
42988,30,2022-05-14 18:35:39.650,681,1.0,19911.0,1365.0,13990.0,460.0
42990,30,2022-05-14 18:36:47.654,681,1.0,19935.0,1364.0,13990.0,540.0
42992,30,2022-05-14 18:37:47.650,680,1.0,19957.0,1364.0,13990.0,620.0
42994,30,2022-05-14 18:38:55.647,13059,1.0,19984.0,1363.0,13990.0,700.0
42996,30,2022-05-14 18:40:07.650,679,1.0,19997.0,1363.0,13990.0,760.0
42998,30,2022-05-14 18:41:15.651,679,1.0,20015.0,1363.0,13990.0,780.0
43000,30,2022-05-14 18:42:15.647,10920,1.0,20028.0,1362.0,13990.0,820.0
43002,30,2022-05-14 18:43:35.651,681,1.0,2004.0,1362.0,13990.0,840.0
43004,30,2022-05-14 18:44:35.650,681,1.0,20045.0,1362.0,13990.0,860.0
43006,30,2022-05-14 18:45:55.650,681,1.0,20054.0,1362.0,13990.0,880.0
43008,30,2022-05-14 18:47:07.650,682,1.0,20061.0,1362.0,13990.0,900.0
43010,30,2022-05-14 18:48:15.651,680,1.0,20068.0,1362.0,13990.0,900.0
43013,30,2022-05-14 18:49:23.651,680,1.0,20076.0,1361.0,13990.0,920.0
43015,30,2022-05-14 18:50:31.649,680,1.0,20078.0,1361.0,13990.0,940.0
43017,30,2022-05-14 18:51:31.649,722,1.0,20084.0,1361.0,13990.0,940.0
43018,30,2022-05-14 18:51:32.093,12833,1.0,,,,
43020,30,2022-05-14 18:52:39.648,10772,1.0,20087.0,1361.0,13990.0,960.0
43022,30,2022-05-14 18:53:55.653,681,1.0,20093.0,1361.0,13990.0,960.0
43024,30,2022-05-14 18:55:03.649,680,1.0,20096.0,1361.0,13990.0,960.0
43026,30,2022-05-14 18:56:03.651,680,1.0,20099.0,1361.0,13990.0,960.0
43028,30,2022-05-14 18:57:11.649,682,1.0,20103.0,1362.0,13990.0,960.0
43030,30,2022-05-14 18:58:19.650,681,1.0,20106.0,1362.0,13990.0,960.0
43032,30,2022-05-14 18:59:31.649,679,1.0,2011.0,1361.0,13990.0,980.0
43034,30,2022-05-14 19:00:39.651,681,1.0,20114.0,1362.0,13990.0,980.0
43036,30,2022-05-14 19:01:47.649,682,1.0,20116.0,1362.0,13990.0,980.0
43038,30,2022-05-14 19:02:59.648,1122,1.0,20121.0,1362.0,13990.0,980.0
43040,30,2022-05-14 19:04:07.651,681,1.0,20124.0,1362.0,13990.0,980.0
43042,30,2022-05-14 19:05:15.652,682,1.0,20123.0,1362.0,13990.0,980.0
43044,30,2022-05-14 19:06:27.651,680,1.0,20127.0,1362.0,13990.0,980.0
43046,30,2022-05-14 19:07:27.651,682,1.0,20128.0,1362.0,13990.0,980.0
43049,30,2022-05-14 19:08:43.648,682,1.0,20131.0,1362.0,13990.0,980.0
43051,30,2022-05-14 19:09:41.931,12586,1.0,,,,
43052,30,2022-05-14 19:09:43.650,11579,1.0,20132.0,1362.0,13990.0,980.0
43054,30,2022-05-14 19:10:51.648,681,1.0,20132.0,1362.0,13990.0,980.0
43056,30,2022-05-14 19:11:59.650,682,1.0,20132.0,1362.0,13990.0,980.0
43058,30,2022-05-14 19:13:07.650,684,1.0,20135.0,1362.0,13990.0,980.0
43060,30,2022-05-14 19:14:19.650,681,1.0,20133.0,1362.0,13990.0,980.0
43062,30,2022-05-14 19:15:19.648,12932,1.0,20133.0,1362.0,13990.0,980.0
43064,30,2022-05-14 19:16:31.649,683,1.0,20133.0,1362.0,13990.0,980.0
43066,30,2022-05-14 19:17:39.651,681,1.0,20134.0,1362.0,13990.0,980.0
43068,30,2022-05-14 19:18:51.649,681,1.0,20133.0,1362.0,13990.0,980.0
43070,30,2022-05-14 19:19:59.650,696,1.0,20134.0,1362.0,13990.0,980.0
43072,30,2022-05-14 19:21:07.652,682,1.0,20135.0,1362.0,13990.0,980.0
43074,30,2022-05-14 19:22:23.650,681,1.0,20134.0,1362.0,13990.0,980.0
43076,30,2022-05-14 19:23:31.649,681,1.0,20134.0,1362.0,13990.0,980.0
43078,30,2022-05-14 19:24:31.649,681,1.0,20135.0,1362.0,13990.0,980.0
43080,30,2022-05-14 19:25:39.650,680,1.0,20229.0,1367.0,13990.0,980.0
43083,30,2022-05-14 19:26:55.648,680,1.0,20157.0,1364.0,13990.0,970.0
43084,30,2022-05-14 19:27:35.403,12587,1.0,,,,
43086,30,2022-05-14 19:28:07.650,681,1.0,20155.0,1364.0,13990.0,980.0
43088,30,2022-05-14 19:29:15.653,682,1.0,20153.0,1364.0,13990.0,980.0
43090,30,2022-05-14 19:30:23.651,681,1.0,2015.0,1364.0,13990.0,980.0
43092,30,2022-05-14 19:31:23.649,12741,1.0,13.0,0.0,0.0,980.0
43094,30,2022-05-14 19:32:47.651,681,1.0,20368.0,1371.0,13990.0,960.0
43096,30,2022-05-14 19:33:55.650,682,1.0,20185.0,1366.0,13990.0,970.0
43098,30,2022-05-14 19:34:55.650,681,1.0,20184.0,1366.0,13990.0,960.0
43100,30,2022-05-14 19:35:55.650,943,0.0,13.0,0.0,0.0,930.0
43102,30,2022-05-14 19:36:55.650,942,0.0,13.0,0.0,0.0,900.0
43104,30,2022-05-14 19:37:55.650,943,0.0,13.0,0.0,0.0,830.0
43106,30,2022-05-14 19:38:55.650,942,0.0,13.0,0.0,0.0,750.0
43108,30,2022-05-14 19:39:55.649,943,0.0,13.0,0.0,0.0,680.0
43110,30,2022-05-14 19:40:55.653,943,0.0,13.0,0.0,0.0,600.0
43112,30,2022-05-14 19:41:55.650,944,0.0,13.0,0.0,0.0,520.0
43114,30,2022-05-14 19:42:55.657,942,0.0,13.0,0.0,0.0,440.0
43116,30,2022-05-14 19:43:55.650,943,0.0,13.0,0.0,0.0,370.0
43118,30,2022-05-14 19:44:55.652,941,0.0,13.0,0.0,0.0,310.0
43120,30,2022-05-14 19:45:55.648,941,0.0,13.0,0.0,0.0,250.0
43122,30,2022-05-14 19:46:55.653,941,0.0,13.0,0.0,0.0,200.0
43124,30,2022-05-14 19:47:55.651,941,0.0,13.0,0.0,0.0,160.0
43126,30,2022-05-14 19:48:55.652,941,0.0,13.0,0.0,0.0,110.0
43128,30,2022-05-14 19:49:55.653,942,0.0,13.0,0.0,0.0,50.0
43130,30,2022-05-14 19:50:55.650,941,0.0,13.0,0.0,0.0,20.0
43132,30,2022-05-14 19:51:55.650,942,0.0,13.0,0.0,0.0,0.0
43134,30,2022-05-14 19:52:55.651,943,0.0,13.0,0.0,0.0,-20.0
43136,30,2022-05-14 19:53:55.650,941,0.0,13.0,0.0,0.0,-50.0
43138,30,2022-05-14 19:54:55.651,941,0.0,13.0,0.0,0.0,-70.0
43140,30,2022-05-14 19:55:55.651,940,0.0,13.0,0.0,0.0,-90.0
43142,30,2022-05-14 19:56:55.651,942,0.0,13.0,0.0,0.0,-90.0
43144,30,2022-05-14 19:57:55.650,941,0.0,13.0,0.0,0.0,-100.0
43146,30,2022-05-14 19:58:55.654,941,0.0,13.0,0.0,0.0,-130.0
43148,30,2022-05-14 19:59:55.649,949,0.0,13.0,0.0,0.0,-130.0
43150,30,2022-05-14 20:00:55.651,943,0.0,13.0,0.0,0.0,-130.0
43152,30,2022-05-14 20:01:55.650,942,0.0,13.0,0.0,0.0,-130.0
