,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel
40589,30,2022-05-13 21:47:59.652,681,1.0,20086.0,1361.0,13990.0,930.0
40591,30,2022-05-13 21:49:11.655,681,1.0,20088.0,1361.0,13990.0,950.0
40593,30,2022-05-13 21:50:11.649,680,1.0,20092.0,1361.0,13990.0,950.0
40595,30,2022-05-13 21:51:23.651,681,1.0,20094.0,1361.0,13990.0,950.0
40597,30,2022-05-13 21:52:31.649,680,1.0,20098.0,1361.0,13990.0,950.0
40599,30,2022-05-13 21:53:51.649,680,1.0,20102.0,1361.0,13990.0,950.0
40601,30,2022-05-13 21:54:51.648,681,1.0,20103.0,1361.0,13990.0,950.0
40603,30,2022-05-13 21:55:59.648,9994,1.0,20104.0,1361.0,13990.0,970.0
40605,30,2022-05-13 21:57:07.651,680,1.0,20107.0,1361.0,13990.0,970.0
40607,30,2022-05-13 21:58:19.651,680,1.0,20108.0,1361.0,13990.0,970.0
40609,30,2022-05-13 21:59:27.652,681,1.0,20111.0,1361.0,13990.0,970.0
40611,30,2022-05-13 22:00:39.651,680,1.0,20113.0,1361.0,13990.0,970.0
40614,30,2022-05-13 22:01:51.649,680,1.0,20115.0,1361.0,13990.0,970.0
40616,30,2022-05-13 22:02:51.648,10863,1.0,2012.0,1361.0,13990.0,970.0
40618,30,2022-05-13 22:03:59.653,680,1.0,20123.0,1362.0,13990.0,970.0
40619,30,2022-05-13 22:04:31.021,12590,1.0,,,,
40621,30,2022-05-13 22:05:11.648,682,1.0,20124.0,1362.0,13990.0,990.0
40623,30,2022-05-13 22:06:23.651,681,1.0,20124.0,1362.0,13990.0,990.0
40625,30,2022-05-13 22:07:35.651,681,1.0,20124.0,1362.0,13990.0,990.0
40627,30,2022-05-13 22:08:47.650,682,1.0,20126.0,1362.0,13990.0,990.0
40629,30,2022-05-13 22:09:47.650,681,1.0,20127.0,1362.0,13990.0,990.0
40631,30,2022-05-13 22:10:59.652,1124,1.0,20128.0,1362.0,13990.0,990.0
40633,30,2022-05-13 22:12:07.653,681,1.0,20129.0,1362.0,13990.0,990.0
40635,30,2022-05-13 22:13:15.652,681,1.0,20129.0,1362.0,13990.0,990.0
40637,30,2022-05-13 22:14:23.650,682,1.0,20128.0,1362.0,13990.0,990.0
40639,30,2022-05-13 22:15:31.649,681,1.0,20124.0,1362.0,13990.0,990.0
40641,30,2022-05-13 22:16:39.651,681,1.0,20124.0,1362.0,13990.0,990.0
40643,30,2022-05-13 22:17:51.650,681,1.0,20124.0,1362.0,13990.0,990.0
40645,30,2022-05-13 22:18:59.651,1124,1.0,20123.0,1361.0,13990.0,990.0
40647,30,2022-05-13 22:20:11.649,680,1.0,20122.0,1361.0,13990.0,990.0
40650,30,2022-05-13 22:21:19.650,680,1.0,20121.0,1361.0,13990.0,990.0
40652,30,2022-05-13 22:22:27.650,681,1.0,20142.0,1363.0,13990.0,980.0
40653,30,2022-05-13 22:22:56.903,12795,1.0,,,,
40655,30,2022-05-13 22:23:35.654,681,1.0,2015.0,1364.0,13990.0,970.0
40657,30,2022-05-13 22:24:35.651,680,1.0,20152.0,1364.0,13990.0,980.0
40659,30,2022-05-13 22:25:47.648,9991,1.0,20136.0,1363.0,13990.0,980.0
40661,30,2022-05-13 22:26:55.654,679,1.0,20138.0,1363.0,13990.0,980.0
40663,30,2022-05-13 22:28:03.652,680,1.0,20134.0,1363.0,13990.0,980.0
40665,30,2022-05-13 22:29:15.650,944,0.0,13.0,0.0,0.0,960.0
40667,30,2022-05-13 22:30:23.650,682,1.0,20225.0,1368.0,13990.0,950.0
40669,30,2022-05-13 22:31:31.649,680,1.0,20161.0,1365.0,13990.0,950.0
40671,30,2022-05-13 22:32:39.650,944,0.0,13.0,0.0,0.0,930.0
40673,30,2022-05-13 22:33:39.650,944,0.0,13.0,0.0,0.0,880.0
40675,30,2022-05-13 22:34:39.651,942,0.0,13.0,0.0,0.0,820.0
40677,30,2022-05-13 22:35:39.650,944,0.0,13.0,0.0,0.0,740.0
40679,30,2022-05-13 22:36:39.650,942,0.0,13.0,0.0,0.0,660.0
40681,30,2022-05-13 22:37:39.651,943,0.0,13.0,0.0,0.0,580.0
40683,30,2022-05-13 22:38:39.650,942,0.0,13.0,0.0,0.0,520.0
40685,30,2022-05-13 22:39:39.650,947,0.0,13.0,0.0,0.0,440.0
40687,30,2022-05-13 22:40:39.652,961,0.0,13.0,0.0,0.0,360.0
40689,30,2022-05-13 22:41:39.648,942,0.0,13.0,0.0,0.0,300.0
40691,30,2022-05-13 22:42:39.650,957,0.0,13.0,0.0,0.0,250.0
40693,30,2022-05-13 22:43:39.651,941,0.0,13.0,0.0,0.0,190.0
40695,30,2022-05-13 22:44:39.651,941,0.0,13.0,0.0,0.0,140.0
40697,30,2022-05-13 22:45:39.651,941,0.0,13.0,0.0,0.0,110.0
40699,30,2022-05-13 22:46:39.651,941,0.0,13.0,0.0,0.0,50.0
40701,30,2022-05-13 22:47:39.648,942,0.0,13.0,0.0,0.0,20.0
40703,30,2022-05-13 22:48:39.650,940,0.0,13.0,0.0,0.0,
40705,30,2022-05-13 22:49:39.650,949,0.0,13.0,0.0,0.0,-20.0
40707,30,2022-05-13 22:50:39.651,941,0.0,13.0,0.0,0.0,-60.0
40709,30,2022-05-13 22:51:39.650,946,0.0,13.0,0.0,0.0,-60.0
40711,30,2022-05-13 22:52:39.651,945,0.0,13.0,0.0,0.0,-90.0
40713,30,2022-05-13 22:53:39.651,941,0.0,13.0,0.0,0.0,-90.0
40715,30,2022-05-13 22:54:39.651,941,0.0,13.0,0.0,0.0,-100.0
40717,30,2022-05-13 22:55:39.650,941,0.0,13.0,0.0,0.0,-130.0
40719,30,2022-05-13 22:56:39.650,942,0.0,13.0,0.0,0.0,-130.0
40721,30,2022-05-13 22:57:39.648,2963,0.0,13.0,0.0,0.0,-130.0
40723,30,2022-05-13 22:58:39.650,942,0.0,13.0,0.0,0.0,-150.0
40725,30,2022-05-13 22:59:39.651,960,0.0,13.0,0.0,0.0,-150.0
40727,30,2022-05-13 23:00:39.650,941,0.0,13.0,0.0,0.0,-150.0
40729,30,2022-05-13 23:01:39.651,941,0.0,13.0,0.0,0.0,-150.0
40731,30,2022-05-13 23:02:39.650,941,0.0,13.0,0.0,0.0,-150.0
40733,30,2022-05-13 23:03:39.652,964,0.0,13.0,0.0,0.0,-150.0
40735,30,2022-05-13 23:04:39.651,942,0.0,13.0,0.0,0.0,-150.0
40737,30,2022-05-13 23:05:39.650,941,0.0,13.0,0.0,0.0,-150.0
40739,30,2022-05-13 23:06:39.654,942,0.0,13.0,0.0,0.0,-150.0
40741,30,2022-05-13 23:07:39.648,958,0.0,13.0,0.0,0.0,-150.0
40743,30,2022-05-13 23:08:39.650,941,0.0,13.0,0.0,0.0,-150.0
40745,30,2022-05-13 23:09:39.651,941,0.0,13.0,0.0,0.0,-170.0
40747,30,2022-05-13 23:10:39.650,940,0.0,13.0,0.0,0.0,-170.0
40749,30,2022-05-13 23:11:39.651,948,0.0,13.0,0.0,0.0,-170.0
40751,30,2022-05-13 23:12:39.650,942,0.0,13.0,0.0,0.0,-170.0
40753,30,2022-05-13 23:13:39.652,942,0.0,13.0,0.0,0.0,-170.0
40755,30,2022-05-13 23:14:39.651,942,0.0,13.0,0.0,0.0,-170.0
40757,30,2022-05-13 23:15:39.650,949,0.0,13.0,0.0,0.0,-170.0
40759,30,2022-05-13 23:16:39.650,942,0.0,13.0,0.0,0.0,-170.0
40761,30,2022-05-13 23:17:39.651,941,0.0,13.0,0.0,0.0,-170.0
40763,30,2022-05-13 23:18:39.650,941,0.0,13.0,0.0,0.0,-170.0
40765,30,2022-05-13 23:19:39.651,942,0.0,13.0,0.0,0.0,-170.0
40767,30,2022-05-13 23:20:39.651,940,0.0,13.0,0.0,0.0,-170.0
40769,30,2022-05-13 23:21:39.648,942,0.0,13.0,0.0,0.0,-170.0
40771,30,2022-05-13 23:22:39.650,967,0.0,13.0,0.0,0.0,-170.0
40773,30,2022-05-13 23:23:39.653,941,0.0,13.0,0.0,0.0,-170.0
40775,30,2022-05-13 23:24:39.650,941,0.0,13.0,0.0,0.0,-170.0
40777,30,2022-05-13 23:25:39.651,941,0.0,13.0,0.0,0.0,-170.0
40779,30,2022-05-13 23:26:39.650,941,0.0,13.0,0.0,0.0,-170.0
40781,30,2022-05-13 23:27:39.655,942,0.0,13.0,0.0,0.0,-170.0
40783,30,2022-05-13 23:28:39.650,940,0.0,13.0,0.0,0.0,-170.0
40785,30,2022-05-13 23:29:39.651,954,0.0,13.0,0.0,0.0,-170.0
40787,30,2022-05-13 23:30:39.651,940,0.0,13.0,0.0,0.0,-170.0
40789,30,2022-05-13 23:31:39.650,943,0.0,13.0,0.0,0.0,-170.0
40791,30,2022-05-13 23:32:39.650,943,0.0,13.0,0.0,0.0,-150.0
40793,30,2022-05-13 23:33:39.650,941,0.0,13.0,0.0,0.0,-160.0
40795,30,2022-05-13 23:34:39.650,942,0.0,13.0,0.0,0.0,-140.0
40797,30,2022-05-13 23:35:39.651,943,0.0,13.0,0.0,0.0,-150.0
40799,30,2022-05-13 23:36:39.650,941,0.0,13.0,0.0,0.0,-150.0
40801,30,2022-05-13 23:37:39.651,969,0.0,13.0,0.0,0.0,-150.0
40803,30,2022-05-13 23:38:39.650,942,0.0,13.0,0.0,0.0,-130.0
40805,30,2022-05-13 23:39:39.651,941,0.0,13.0,0.0,0.0,-130.0
40807,30,2022-05-13 23:40:39.650,962,0.0,13.0,0.0,0.0,-130.0
40809,30,2022-05-13 23:41:39.650,942,0.0,13.0,0.0,0.0,-130.0
40811,30,2022-05-13 23:42:39.652,679,1.0,20086.0,1378.0,13990.0,-90.0
40813,30,2022-05-13 23:43:51.649,679,1.0,19962.0,1373.0,13990.0,-50.0
40815,30,2022-05-13 23:44:59.650,679,1.0,19918.0,1371.0,13990.0,
40817,30,2022-05-13 23:46:07.653,680,1.0,19889.0,1369.0,13990.0,50.0
40819,30,2022-05-13 23:47:07.651,679,1.0,19877.0,1369.0,13990.0,110.0
40821,30,2022-05-13 23:48:19.647,10268,1.0,1987.0,1367.0,13990.0,190.0
40823,30,2022-05-13 23:49:39.651,680,1.0,19872.0,1367.0,13990.0,270.0
40825,30,2022-05-13 23:50:51.649,685,1.0,19882.0,1366.0,13990.0,350.0
40827,30,2022-05-13 23:52:03.650,680,1.0,1990.0,1365.0,13990.0,450.0
40829,30,2022-05-13 23:53:11.649,681,1.0,19921.0,1364.0,13990.0,530.0
40831,30,2022-05-13 23:54:23.650,679,1.0,19948.0,1363.0,13990.0,630.0
40833,30,2022-05-13 23:55:23.650,679,1.0,19966.0,1363.0,13990.0,670.0
40836,30,2022-05-13 23:56:35.651,681,1.0,19991.0,1362.0,13990.0,750.0
40838,30,2022-05-13 23:57:47.650,789,1.0,20007.0,1362.0,13990.0,790.0
40839,30,2022-05-13 23:57:47.952,12973,1.0,,,,
40841,30,2022-05-13 23:58:55.651,681,1.0,20023.0,1362.0,13990.0,810.0
40843,30,2022-05-14 00:00:03.650,682,1.0,20033.0,1362.0,13990.0,850.0
40845,30,2022-05-14 00:01:11.649,681,1.0,20042.0,1362.0,13990.0,870.0
40847,30,2022-05-14 00:02:19.651,696,1.0,2005.0,1362.0,13990.0,870.0
40849,30,2022-05-14 00:03:19.650,680,1.0,20058.0,1362.0,13990.0,890.0
40851,30,2022-05-14 00:04:27.651,681,1.0,20066.0,1362.0,13990.0,910.0
40853,30,2022-05-14 00:05:35.650,680,1.0,20073.0,1361.0,13990.0,930.0
40855,30,2022-05-14 00:06:43.650,680,1.0,20079.0,1361.0,13990.0,930.0
40857,30,2022-05-14 00:07:51.650,682,1.0,20087.0,1362.0,13990.0,930.0
40859,30,2022-05-14 00:08:59.651,681,1.0,20093.0,1362.0,13990.0,950.0
40861,30,2022-05-14 00:09:59.652,680,1.0,20099.0,1362.0,13990.0,950.0
40863,30,2022-05-14 00:11:11.653,681,1.0,20102.0,1362.0,13990.0,950.0
40865,30,2022-05-14 00:12:19.648,681,1.0,20108.0,1362.0,13990.0,950.0
40867,30,2022-05-14 00:13:27.650,682,1.0,20112.0,1362.0,13990.0,950.0
40869,30,2022-05-14 00:14:27.651,682,1.0,20114.0,1362.0,13990.0,950.0
40871,30,2022-05-14 00:15:35.651,681,1.0,20116.0,1362.0,13990.0,970.0
40874,30,2022-05-14 00:16:43.650,681,1.0,20119.0,1362.0,13990.0,970.0
40876,30,2022-05-14 00:17:54.733,12591,1.0,,,,
40877,30,2022-05-14 00:17:55.648,12387,1.0,20122.0,1362.0,13990.0,970.0
40879,30,2022-05-14 00:19:19.650,717,1.0,20123.0,1362.0,13990.0,970.0
40881,30,2022-05-14 00:20:19.651,681,1.0,20124.0,1362.0,13990.0,970.0
40883,30,2022-05-14 00:21:27.650,681,1.0,20124.0,1362.0,13990.0,970.0
40885,30,2022-05-14 00:22:39.651,681,1.0,20126.0,1362.0,13990.0,970.0
40887,30,2022-05-14 00:23:47.651,680,1.0,20124.0,1362.0,13990.0,970.0
40889,30,2022-05-14 00:24:55.650,685,1.0,20126.0,1362.0,13990.0,990.0
40891,30,2022-05-14 00:26:07.650,682,1.0,20132.0,1362.0,13990.0,990.0
40893,30,2022-05-14 00:27:15.651,682,1.0,20132.0,1362.0,13990.0,990.0
40895,30,2022-05-14 00:28:15.653,681,1.0,20133.0,1362.0,13990.0,990.0
40897,30,2022-05-14 00:29:23.650,681,1.0,20132.0,1362.0,13990.0,990.0
40899,30,2022-05-14 00:30:31.649,682,1.0,20135.0,1362.0,13990.0,990.0
40901,30,2022-05-14 00:31:39.651,681,1.0,20134.0,1362.0,13990.0,990.0
40903,30,2022-05-14 00:33:03.650,685,1.0,20134.0,1362.0,13990.0,990.0
40906,30,2022-05-14 00:34:15.650,681,1.0,20134.0,1362.0,13990.0,990.0
40908,30,2022-05-14 00:35:27.651,682,1.0,20134.0,1362.0,13990.0,990.0
40910,30,2022-05-14 00:36:26.328,12587,1.0,,,,
40911,30,2022-05-14 00:36:27.650,11976,1.0,20135.0,1362.0,13990.0,990.0
40913,30,2022-05-14 00:37:47.650,681,1.0,20135.0,1362.0,13990.0,990.0
40915,30,2022-05-14 00:38:47.662,681,1.0,20134.0,1362.0,13990.0,990.0
40917,30,2022-05-14 00:39:55.647,13278,1.0,20134.0,1362.0,13990.0,990.0
40919,30,2022-05-14 00:41:07.650,681,1.0,20135.0,1362.0,13990.0,990.0
40921,30,2022-05-14 00:42:15.649,944,0.0,13.0,0.0,0.0,960.0
40923,30,2022-05-14 00:43:15.650,942,0.0,13.0,0.0,0.0,960.0
40925,30,2022-05-14 00:44:23.650,680,1.0,20239.0,1369.0,13990.0,970.0
40927,30,2022-05-14 00:45:23.650,681,1.0,20241.0,1369.0,13990.0,960.0
40929,30,2022-05-14 00:46:35.650,681,1.0,20166.0,1365.0,13990.0,980.0
40931,30,2022-05-14 00:47:43.652,680,1.0,20161.0,1365.0,13990.0,980.0
40933,30,2022-05-14 00:48:51.649,682,1.0,20158.0,1364.0,13990.0,960.0
40935,30,2022-05-14 00:50:03.649,681,1.0,20155.0,1364.0,13990.0,980.0
40937,30,2022-05-14 00:51:11.649,681,1.0,20153.0,1364.0,13990.0,960.0
40940,30,2022-05-14 00:52:19.651,683,1.0,20154.0,1364.0,13990.0,970.0
40942,30,2022-05-14 00:53:19.654,943,0.0,13.0,0.0,0.0,930.0
40944,30,2022-05-14 00:54:19.650,957,0.0,13.0,0.0,0.0,870.0
40946,30,2022-05-14 00:55:19.651,942,0.0,13.0,0.0,0.0,800.0
40948,30,2022-05-14 00:56:19.651,966,0.0,13.0,0.0,0.0,740.0
40950,30,2022-05-14 00:57:19.655,943,0.0,13.0,0.0,0.0,640.0
40952,30,2022-05-14 00:58:19.650,965,0.0,13.0,0.0,0.0,570.0
40954,30,2022-05-14 00:59:19.650,948,0.0,13.0,0.0,0.0,490.0
40956,30,2022-05-14 01:00:19.649,943,0.0,13.0,0.0,0.0,420.0
40958,30,2022-05-14 01:01:19.650,941,0.0,13.0,0.0,0.0,350.0
40960,30,2022-05-14 01:02:19.651,955,0.0,13.0,0.0,0.0,300.0
40962,30,2022-05-14 01:03:19.650,941,0.0,13.0,0.0,0.0,250.0
40964,30,2022-05-14 01:04:19.651,941,0.0,13.0,0.0,0.0,180.0
40966,30,2022-05-14 01:05:19.650,955,0.0,13.0,0.0,0.0,140.0
40968,30,2022-05-14 01:06:19.650,941,0.0,13.0,0.0,0.0,110.0
40970,30,2022-05-14 01:07:19.650,941,0.0,13.0,0.0,0.0,50.0
40972,30,2022-05-14 01:08:19.650,942,0.0,13.0,0.0,0.0,30.0
40974,30,2022-05-14 01:09:19.652,942,0.0,13.0,0.0,0.0,
40976,30,2022-05-14 01:10:19.650,943,0.0,13.0,0.0,0.0,-40.0
40978,30,2022-05-14 01:11:19.651,983,0.0,13.0,0.0,0.0,-60.0
40980,30,2022-05-14 01:12:19.650,944,0.0,13.0,0.0,0.0,-80.0
40982,30,2022-05-14 01:13:19.650,941,0.0,13.0,0.0,0.0,-100.0
40984,30,2022-05-14 01:14:19.650,941,0.0,13.0,0.0,0.0,-100.0
40986,30,2022-05-14 01:15:19.651,941,0.0,13.0,0.0,0.0,-120.0
40988,30,2022-05-14 01:16:19.650,942,0.0,13.0,0.0,0.0,-120.0
40990,30,2022-05-14 01:17:19.658,942,0.0,13.0,0.0,0.0,-140.0
40992,30,2022-05-14 01:18:19.652,941,0.0,13.0,0.0,0.0,-140.0
40994,30,2022-05-14 01:19:19.651,940,0.0,13.0,0.0,0.0,-140.0
40996,30,2022-05-14 01:20:19.650,942,0.0,13.0,0.0,0.0,-140.0
40998,30,2022-05-14 01:21:19.653,942,0.0,13.0,0.0,0.0,-140.0
41000,30,2022-05-14 01:22:19.652,942,0.0,13.0,0.0,0.0,-140.0
41002,30,2022-05-14 01:23:19.650,953,0.0,13.0,0.0,0.0,-140.0
41004,30,2022-05-14 01:24:19.650,941,0.0,13.0,0.0,0.0,-160.0
41006,30,2022-05-14 01:25:19.656,977,0.0,13.0,0.0,0.0,-160.0
41008,30,2022-05-14 01:26:19.650,979,0.0,13.0,0.0,0.0,-160.0
41010,30,2022-05-14 01:27:19.650,961,0.0,13.0,0.0,0.0,-160.0
41012,30,2022-05-14 01:28:19.650,957,0.0,13.0,0.0,0.0,-160.0
41014,30,2022-05-14 01:29:19.650,958,0.0,13.0,0.0,0.0,-160.0
41016,30,2022-05-14 01:30:19.650,942,0.0,13.0,0.0,0.0,-160.0
41018,30,2022-05-14 01:31:19.650,942,0.0,13.0,0.0,0.0,-160.0
41020,30,2022-05-14 01:32:19.651,941,0.0,13.0,0.0,0.0,-160.0
41022,30,2022-05-14 01:33:19.650,941,0.0,13.0,0.0,0.0,-180.0
41024,30,2022-05-14 01:34:19.649,943,0.0,13.0,0.0,0.0,-160.0
41026,30,2022-05-14 01:35:19.656,942,0.0,13.0,0.0,0.0,-180.0
41028,30,2022-05-14 01:36:19.650,943,0.0,13.0,0.0,0.0,-180.0
41030,30,2022-05-14 01:37:19.648,942,0.0,13.0,0.0,0.0,-180.0
41032,30,2022-05-14 01:38:19.650,960,0.0,13.0,0.0,0.0,-180.0
41034,30,2022-05-14 01:39:19.650,954,0.0,13.0,0.0,0.0,-180.0
41036,30,2022-05-14 01:40:19.651,969,0.0,13.0,0.0,0.0,-180.0
41038,30,2022-05-14 01:41:19.650,941,0.0,13.0,0.0,0.0,-180.0
41040,30,2022-05-14 01:42:19.650,941,0.0,13.0,0.0,0.0,-180.0
41042,30,2022-05-14 01:43:19.652,942,0.0,13.0,0.0,0.0,-180.0
41044,30,2022-05-14 01:44:19.652,942,0.0,13.0,0.0,0.0,-180.0
41046,30,2022-05-14 01:45:19.651,943,0.0,13.0,0.0,0.0,-180.0
41048,30,2022-05-14 01:46:19.647,943,0.0,13.0,0.0,0.0,-160.0
41050,30,2022-05-14 01:47:19.651,940,0.0,13.0,0.0,0.0,-180.0
41052,30,2022-05-14 01:48:19.647,943,0.0,13.0,0.0,0.0,-180.0
41054,30,2022-05-14 01:49:19.651,941,0.0,13.0,0.0,0.0,-180.0
41056,30,2022-05-14 01:50:19.656,943,0.0,13.0,0.0,0.0,-180.0
41058,30,2022-05-14 01:51:19.650,943,0.0,13.0,0.0,0.0,-180.0
41060,30,2022-05-14 01:52:19.650,941,0.0,13.0,0.0,0.0,-180.0
41062,30,2022-05-14 01:53:19.650,958,0.0,13.0,0.0,0.0,-160.0
41064,30,2022-05-14 01:54:19.650,942,0.0,13.0,0.0,0.0,-150.0
41066,30,2022-05-14 01:55:19.650,947,0.0,13.0,0.0,0.0,-150.0
41068,30,2022-05-14 01:56:19.650,942,0.0,13.0,0.0,0.0,-150.0
41070,30,2022-05-14 01:57:19.652,941,0.0,13.0,0.0,0.0,-150.0
41072,30,2022-05-14 01:58:19.651,965,0.0,13.0,0.0,0.0,-150.0
41074,30,2022-05-14 01:59:19.651,942,0.0,13.0,0.0,0.0,-150.0
41076,30,2022-05-14 02:00:19.650,941,0.0,13.0,0.0,0.0,-150.0
41078,30,2022-05-14 02:01:19.649,944,0.0,13.0,0.0,0.0,-150.0
41080,30,2022-05-14 02:02:31.649,942,0.0,13.0,0.0,0.0,-130.0
41082,30,2022-05-14 02:03:39.651,679,1.0,20014.0,1375.0,13990.0,-70.0
41084,30,2022-05-14 02:04:47.650,681,1.0,19943.0,1372.0,13990.0,-30.0
41086,30,2022-05-14 02:05:47.652,679,1.0,19908.0,1370.0,13990.0,
41088,30,2022-05-14 02:06:55.650,679,1.0,19883.0,1369.0,13990.0,50.0
41090,30,2022-05-14 02:08:07.650,680,1.0,1987.0,1368.0,13990.0,130.0
41093,30,2022-05-14 02:09:19.651,703,1.0,19867.0,1367.0,13990.0,210.0
41095,30,2022-05-14 02:10:31.649,681,1.0,1987.0,1366.0,13990.0,290.0
41096,30,2022-05-14 02:11:23.122,12590,1.0,,,,
41098,30,2022-05-14 02:11:43.651,680,1.0,19885.0,1365.0,13990.0,370.0
41100,30,2022-05-14 02:12:55.653,680,1.0,19907.0,1364.0,13990.0,450.0
41102,30,2022-05-14 02:13:55.651,681,1.0,19929.0,1364.0,13990.0,550.0
41104,30,2022-05-14 02:15:03.651,680,1.0,19953.0,1364.0,13990.0,630.0
41106,30,2022-05-14 02:16:11.649,681,1.0,19981.0,1363.0,13990.0,690.0
41108,30,2022-05-14 02:17:19.651,680,1.0,20003.0,1363.0,13990.0,750.0
41110,30,2022-05-14 02:18:27.651,680,1.0,20023.0,1363.0,13990.0,790.0
41112,30,2022-05-14 02:19:35.650,681,1.0,20036.0,1363.0,13990.0,810.0
41114,30,2022-05-14 02:20:43.650,681,1.0,20047.0,1363.0,13990.0,850.0
41116,30,2022-05-14 02:21:55.651,681,1.0,20059.0,1363.0,13990.0,870.0
41118,30,2022-05-14 02:23:07.649,681,1.0,20069.0,1363.0,13990.0,870.0
41120,30,2022-05-14 02:24:07.653,680,1.0,20076.0,1363.0,13990.0,890.0
41122,30,2022-05-14 02:25:23.650,680,1.0,20086.0,1363.0,13990.0,910.0
41124,30,2022-05-14 02:26:31.648,681,1.0,20091.0,1363.0,13990.0,930.0
41127,30,2022-05-14 02:27:43.651,681,1.0,20098.0,1363.0,13990.0,930.0
41129,30,2022-05-14 02:28:51.649,681,1.0,20103.0,1363.0,13990.0,930.0
41130,30,2022-05-14 02:29:13.582,12585,1.0,,,,
41132,30,2022-05-14 02:29:59.652,680,1.0,20109.0,1363.0,13990.0,950.0
41134,30,2022-05-14 02:31:07.652,680,1.0,20111.0,1363.0,13990.0,950.0
41136,30,2022-05-14 02:32:15.651,680,1.0,20116.0,1363.0,13990.0,950.0
41138,30,2022-05-14 02:33:23.652,681,1.0,20118.0,1362.0,13990.0,950.0
41140,30,2022-05-14 02:34:23.650,11322,1.0,20121.0,1362.0,13990.0,950.0
41142,30,2022-05-14 02:35:31.649,681,1.0,2012.0,1362.0,13990.0,970.0
41144,30,2022-05-14 02:36:39.651,685,1.0,20122.0,1362.0,13990.0,970.0
41146,30,2022-05-14 02:37:47.650,681,1.0,20119.0,1362.0,13990.0,970.0
41148,30,2022-05-14 02:38:59.651,1124,1.0,20122.0,1362.0,13990.0,970.0
41150,30,2022-05-14 02:40:07.651,681,1.0,20123.0,1362.0,13990.0,970.0
41152,30,2022-05-14 02:41:15.652,684,1.0,20121.0,1362.0,13990.0,970.0
41154,30,2022-05-14 02:42:23.650,681,1.0,20121.0,1362.0,13990.0,970.0
41156,30,2022-05-14 02:43:31.648,681,1.0,20123.0,1362.0,13990.0,970.0
41159,30,2022-05-14 02:44:51.660,680,1.0,20123.0,1361.0,13990.0,990.0
41161,30,2022-05-14 02:45:51.649,681,1.0,20125.0,1362.0,13990.0,990.0
41163,30,2022-05-14 02:47:03.650,682,1.0,20128.0,1362.0,13990.0,990.0
41164,30,2022-05-14 02:47:04.913,12588,1.0,,,,
41166,30,2022-05-14 02:48:19.651,687,1.0,20128.0,1362.0,13990.0,990.0
41168,30,2022-05-14 02:49:19.651,682,1.0,20131.0,1362.0,13990.0,990.0
41170,30,2022-05-14 02:50:27.652,681,1.0,20132.0,1362.0,13990.0,990.0
41172,30,2022-05-14 02:51:35.650,682,1.0,20134.0,1362.0,13990.0,990.0
41174,30,2022-05-14 02:52:43.651,681,1.0,20134.0,1362.0,13990.0,990.0
41176,30,2022-05-14 02:53:51.650,681,1.0,20137.0,1362.0,13990.0,990.0
41178,30,2022-05-14 02:54:59.651,1122,1.0,20139.0,1363.0,13990.0,990.0
41180,30,2022-05-14 02:55:59.650,681,1.0,20138.0,1362.0,13990.0,990.0
41182,30,2022-05-14 02:57:19.651,681,1.0,20138.0,1362.0,13990.0,990.0
41184,30,2022-05-14 02:58:19.652,682,1.0,20139.0,1362.0,13990.0,990.0
41186,30,2022-05-14 02:59:27.650,682,1.0,20137.0,1362.0,13990.0,990.0
41188,30,2022-05-14 03:00:35.651,681,1.0,20137.0,1362.0,13990.0,990.0
41190,30,2022-05-14 03:01:43.650,681,1.0,2014.0,1362.0,13990.0,990.0
41192,30,2022-05-14 03:02:51.648,942,0.0,13.0,0.0,0.0,990.0
41195,30,2022-05-14 03:03:59.651,942,0.0,13.0,0.0,0.0,960.0
41197,30,2022-05-14 03:05:11.648,682,1.0,20185.0,1366.0,13990.0,980.0
41199,30,2022-05-14 03:06:11.648,681,1.0,20187.0,1366.0,13990.0,980.0
41201,30,2022-05-14 03:07:11.649,681,1.0,20187.0,1366.0,13990.0,980.0
41203,30,2022-05-14 03:08:19.650,681,1.0,20171.0,1365.0,13990.0,970.0
41205,30,2022-05-14 03:09:27.650,681,1.0,20162.0,1364.0,13990.0,970.0
41207,30,2022-05-14 03:10:27.652,680,1.0,20165.0,1365.0,13990.0,970.0
41209,30,2022-05-14 03:11:35.651,681,1.0,20159.0,1364.0,13990.0,970.0
41211,30,2022-05-14 03:12:35.650,682,1.0,20158.0,1365.0,13990.0,960.0
41213,30,2022-05-14 03:13:35.655,942,0.0,13.0,0.0,0.0,930.0
41215,30,2022-05-14 03:14:35.650,942,0.0,13.0,0.0,0.0,860.0
41217,30,2022-05-14 03:15:35.655,942,0.0,13.0,0.0,0.0,800.0
41219,30,2022-05-14 03:16:35.652,943,0.0,13.0,0.0,0.0,740.0
41221,30,2022-05-14 03:17:35.653,943,0.0,13.0,0.0,0.0,640.0
41223,30,2022-05-14 03:18:35.654,943,0.0,13.0,0.0,0.0,570.0
41225,30,2022-05-14 03:19:35.649,943,0.0,13.0,0.0,0.0,490.0
41227,30,2022-05-14 03:20:35.651,942,0.0,13.0,0.0,0.0,410.0
41229,30,2022-05-14 03:21:35.650,942,0.0,13.0,0.0,0.0,350.0
